,X,Y,d_X,d_Y,freq
263,106.9941393,47.90726059,106.9150393,47.91338119,1
264,106.8382956,47.95991302,106.9116781,47.91757682,104
265,106.944161,47.953458,106.9419394,47.92334833,48
266,106.8229799,47.93911047,106.8264403,47.91048321,3
267,106.8382956,47.95991302,106.8956025,47.91627554,16
268,106.8017588,47.98767706,106.8592562,47.91338175,6
269,106.8066919,47.8729264,106.871305,47.89158555,10
270,106.8382956,47.95991302,106.8973542,47.91530454,9
271,106.797288,47.890882,106.8154969,47.91005082,12
272,106.8066919,47.8729264,106.8785103,47.91457419,5
273,106.944161,47.953458,106.9410161,47.9187627,18
274,106.820438,47.934378,106.9116781,47.91757682,2
275,106.8814245,47.98983414,106.9116781,47.91757682,8
276,106.9974355,47.91295556,106.8335809,47.91104248,6
277,106.8382956,47.95991302,106.9035252,47.91586183,11
278,106.8814245,47.98983414,106.9258977,47.91809592,18
279,106.7904414,47.83995636,106.898148,47.89886727,6
280,106.8066919,47.8729264,106.8671097,47.91394348,18
281,106.7634086,47.86562238,106.8883362,47.89746634,83
282,106.9974355,47.91295556,106.8958947,47.90187769,1
283,106.8066919,47.8729264,106.8783156,47.92256198,4
284,106.8382956,47.95991302,106.8939898,47.92448303,96
285,106.8066919,47.8729264,106.8739915,47.89495887,15
286,106.8066919,47.8729264,106.8592562,47.91338175,34
287,106.8382956,47.95991302,106.8154969,47.91005082,17
288,107.0034683,48.05785743,106.8941531,47.92495343,2
289,106.7904414,47.83995636,106.9104184,47.90168814,13
290,106.8382956,47.95991302,106.8419351,47.9553921,41
291,106.872738,47.97268517,106.9265037,47.91796369,7
292,106.7904414,47.83995636,106.8883362,47.89746634,14
293,106.8066919,47.8729264,106.8500677,47.87700034,18
294,106.7904414,47.83995636,106.9090289,47.90003102,4
295,106.8382956,47.95991302,106.8941531,47.92495343,104
296,106.9149956,47.95446739,106.9174923,47.92762656,47
297,106.872738,47.97268517,106.8956025,47.91627554,1
298,106.9149956,47.95446739,106.9258977,47.91809592,25
299,106.9149956,47.95446739,106.9109476,47.92294489,20
300,107.008702,47.932565,106.9104184,47.90168814,21
301,107.0349777,47.90763883,106.9707554,47.91573182,69
302,107.008702,47.932565,106.898148,47.89886727,27
303,106.7904414,47.83995636,106.879676,47.894527,4
304,106.9177084,48.01520272,106.9056174,47.93284361,4
305,106.8031089,47.91515568,106.9171308,47.96842904,1
306,107.0349777,47.90763883,107.0008482,47.91260622,19
307,106.9177084,48.01520272,106.9243515,47.99990324,4
308,106.8257007,47.99852643,106.8941531,47.92495343,28
309,107.0349777,47.90763883,106.9177467,47.91665621,1
310,106.8031089,47.91515568,106.9410161,47.9187627,6
311,107.0762637,47.92433316,106.9607572,47.91659351,59
312,106.6415554,47.78904298,106.7655304,47.8560047,1
313,107.1097552,47.87096042,106.9116012,47.87704963,2
314,107.008702,47.932565,106.9116781,47.91757682,11
315,106.5439485,47.75107225,106.7655304,47.8560047,7
316,107.1097552,47.87096042,106.9707554,47.91573182,82
317,107.0762637,47.92433316,106.9707554,47.91573182,52
318,107.0762637,47.92433316,106.9116012,47.87704963,1
319,107.008702,47.932565,106.867097,47.899766,5
320,106.657816,47.82700785,106.8154969,47.91005082,9
321,106.8048112,47.92084652,106.8154969,47.91005082,15
322,107.0008482,47.91260622,106.9815095,47.92360454,2
323,106.8048112,47.92084652,106.8671097,47.91394348,15
324,106.8066919,47.8729264,106.9150393,47.91338119,12
325,107.0762637,47.92433316,107.0081606,47.90868826,2
326,106.8048112,47.92084652,106.8406411,47.91162692,6
327,107.008702,47.932565,106.9703735,47.9241752,38
328,106.9499398,47.98101189,106.9419394,47.92334833,25
329,107.008702,47.932565,106.9177467,47.91665621,34
330,106.657816,47.82700785,106.7655304,47.8560047,9
331,106.8154969,47.91005082,106.9265037,47.91796369,79
332,106.8066919,47.8729264,106.9090289,47.90003102,24
333,106.9499398,47.98101189,106.9410161,47.9187627,14
334,107.008702,47.932565,106.920326,47.922543,17
335,106.8048112,47.92084652,106.8472336,47.91211229,16
336,106.9941393,47.90726059,106.9707554,47.91573182,33
337,106.8154969,47.91005082,106.9484109,47.91263632,17
338,107.008702,47.932565,106.8973542,47.91530454,47
339,106.9499398,47.98101189,106.9707554,47.91573182,5
340,106.9845718,47.91849599,106.8154969,47.91005082,17
341,106.8686239,47.92225892,106.8883362,47.89746634,29
342,106.8686239,47.92225892,106.898148,47.89886727,49
343,106.9499398,47.98101189,106.9035252,47.91586183,2
344,106.9845718,47.91849599,106.9707554,47.91573182,212
345,106.8154969,47.91005082,106.9336482,47.91838281,41
346,106.9845718,47.91849599,107.0008482,47.91260622,2
347,106.9499398,47.98101189,106.9376081,47.92844978,33
348,106.8066919,47.8729264,106.920326,47.922543,11
349,106.8066919,47.8729264,106.9109476,47.92294489,1
350,106.867097,47.899766,106.9090289,47.90003102,19
351,106.8066919,47.8729264,106.8154969,47.91005082,2
352,106.8686239,47.92225892,106.8973542,47.91530454,136
353,106.8066919,47.8729264,106.9104184,47.90168814,7
354,106.9845718,47.91849599,106.9070327,47.92187954,12
355,106.9488039,47.91804095,106.867084,47.922572,4
356,107.0345585,47.90554616,106.9707554,47.91573182,47
357,106.9845718,47.91849599,106.9488039,47.91804095,81
358,106.975097,47.94655651,106.7634086,47.86562238,1
359,106.9845718,47.91849599,106.8994572,47.920269,4
360,106.8066919,47.8729264,106.9258977,47.91809592,13
361,106.8278092,47.98403763,106.8278092,47.98403763,59
362,106.9893306,47.91256387,106.8472336,47.91211229,3
363,106.8686239,47.92225892,106.9095753,47.91655036,93
364,106.8154969,47.91005082,106.8973542,47.91530454,200
365,106.7634086,47.86562238,106.8264403,47.91048321,8
366,106.9845718,47.91849599,106.9845718,47.91849599,45
367,106.9893306,47.91256387,106.8853426,47.90900311,7
368,106.7634086,47.86562238,106.7872095,47.86543362,10
369,106.8278092,47.98403763,106.8130811,47.92141714,28
370,106.7634086,47.86562238,106.8239816,47.91076127,2
371,106.9845718,47.91849599,106.9265037,47.91796369,51
372,106.9893306,47.91256387,106.9100592,47.90809517,3
373,106.9845718,47.91849599,106.8866355,47.92282658,1
374,106.7634086,47.86562238,106.7928661,47.90785853,2
375,106.5497293,47.75221327,106.7655304,47.8560047,3
376,106.9893306,47.91256387,106.8592562,47.91338175,12
377,106.9845718,47.91849599,106.8592562,47.91338175,9
378,106.8278092,47.98403763,106.8973542,47.91530454,10
379,106.9250755,48.01716522,106.8994572,47.920269,7
380,106.7634086,47.86562238,106.8154969,47.91005082,191
381,106.9845718,47.91849599,106.9047982,47.92204227,7
382,106.7634086,47.86562238,106.7858712,47.90193787,3
383,106.7739149,47.95070796,106.8671097,47.91394348,1
384,106.8278092,47.98403763,106.8180432,47.91709494,22
385,107.3884286,47.77819936,107.2519635,47.77664942,3
386,106.7236382,47.93677506,106.8154969,47.91005082,10
387,107.3884286,47.77819936,107.2537762,47.77221344,5
388,106.9845718,47.91849599,106.8671097,47.91394348,3
389,106.9893306,47.91256387,106.9035252,47.91586183,13
390,106.9845718,47.91849599,106.9410161,47.9187627,124
391,106.8278092,47.98403763,106.8472336,47.91211229,27
392,106.8883362,47.89746634,106.874954,47.91438,1
393,106.8278092,47.98403763,106.7634086,47.86562238,1
394,106.9956546,47.90520423,106.9841508,47.9122828,11
395,106.8382956,47.95991302,106.8785103,47.91457419,12
396,106.8278092,47.98403763,106.8671097,47.91394348,31
397,107.0371845,47.91291577,106.9607572,47.91659351,9
398,107.0371845,47.91291577,106.9376081,47.92844978,9
399,106.803483,47.98158307,106.9077654,47.92828037,7
400,106.8031089,47.91515568,106.920326,47.922543,10
401,106.8229799,47.93911047,106.8883362,47.89746634,11
402,106.7097663,47.91144456,106.8239816,47.91076127,6
403,106.9956546,47.90520423,106.9707554,47.91573182,7
404,107.0371845,47.91291577,106.9077654,47.92828037,5
405,106.7617814,47.86032509,106.9174923,47.92762656,6
406,106.7617814,47.86032509,106.8883362,47.89746634,39
407,106.9707554,47.91573182,106.8592562,47.91338175,148
408,106.7651403,47.92805124,106.8264403,47.91048321,27
409,106.8031089,47.91515568,106.8239816,47.91076127,17
410,106.8031089,47.91515568,106.8863142,47.91493321,11
411,107.0034683,48.05785743,107.0034683,48.05785743,38
412,107.0371845,47.91291577,107.0338898,47.91766359,25
413,106.943966,47.91346283,106.8264403,47.91048321,16
414,106.7651403,47.92805124,106.8472336,47.91211229,13
415,106.781541,47.91859518,106.8154969,47.91005082,37
416,106.9264965,47.89200722,106.9342236,47.88972177,3
417,106.7651403,47.92805124,106.8406411,47.91162692,11
418,107.0786366,47.91624233,106.9707554,47.91573182,49
419,106.781541,47.91859518,106.8531304,47.91252637,24
420,106.7852092,47.8920732,106.8239816,47.91076127,2
421,106.708046,47.78521762,106.8177255,47.86728638,32
422,106.781541,47.91859518,106.8853426,47.90900311,5
423,107.0786366,47.91624233,106.9116012,47.87704963,1
424,106.7852092,47.8920732,106.8154969,47.91005082,34
425,106.7651403,47.92805124,106.797288,47.890882,1
426,106.8130811,47.92141714,106.8785103,47.91457419,2
427,106.7992407,47.86169778,106.8739915,47.89495887,8
428,106.7617814,47.86032509,106.9090289,47.90003102,9
429,107.0786366,47.91624233,106.9607572,47.91659351,18
430,106.7992407,47.86169778,106.871305,47.89158555,17
431,107.0786366,47.91624233,106.9410161,47.9187627,2
432,106.7992407,47.86169778,106.867097,47.899766,4
433,106.7617814,47.86032509,106.8154969,47.91005082,95
434,106.781541,47.91859518,106.8264403,47.91048321,23
435,106.7992407,47.86169778,106.8941531,47.92495343,3
436,106.781541,47.91859518,106.9815095,47.92360454,1
437,106.8154969,47.91005082,106.9116781,47.91757682,52
438,106.7651403,47.92805124,106.7706401,47.91754569,3
439,106.8171204,47.92890525,106.9095753,47.91655036,18
440,106.8171204,47.92890525,106.9150393,47.91338119,6
441,106.803483,47.98158307,106.9419394,47.92334833,5
442,106.803483,47.98158307,106.8419351,47.9553921,7
443,106.8419351,47.9553921,106.9070327,47.92187954,25
444,106.8686239,47.92225892,106.9150393,47.91338119,53
445,106.9796204,47.91759619,106.8671097,47.91394348,3
446,106.781541,47.91859518,107.0008482,47.91260622,2
447,106.9796204,47.91759619,106.8154969,47.91005082,5
448,106.803483,47.98158307,106.943966,47.91346283,1
449,106.7230225,47.84701193,106.898148,47.89886727,1
450,106.803483,47.98158307,106.8939898,47.92448303,6
451,106.781541,47.91859518,106.8168466,47.9203698,60
452,106.9796204,47.91759619,106.9707554,47.91573182,53
453,106.803483,47.98158307,106.8671097,47.91394348,12
454,106.781541,47.91859518,106.8809122,47.92301502,2
455,106.8264403,47.91048321,106.9707554,47.91573182,82
456,106.9393768,47.95021046,106.943966,47.91346283,9
457,106.7992407,47.86169778,106.9104184,47.90168814,14
458,106.781541,47.91859518,106.7634086,47.86562238,1
459,106.8264403,47.91048321,106.9150393,47.91338119,14
460,106.9138588,47.94765906,106.9095753,47.91655036,8
461,106.8853426,47.90900311,106.8863142,47.91493321,45
462,106.7657232,47.93452936,106.7634086,47.86562238,1
463,106.8500677,47.87700034,106.9177467,47.91665621,24
464,106.9075731,47.95259753,106.9116781,47.91757682,54
465,106.8264403,47.91048321,106.9435471,47.90592892,2
466,106.8264403,47.91048321,106.8785103,47.91457419,128
467,106.9075731,47.95259753,106.9174923,47.92762656,44
468,106.8500677,47.87700034,106.9095753,47.91655036,5
469,106.9342236,47.88972177,106.9224328,47.91311169,13
470,106.803483,47.98158307,106.8878923,47.93099121,1
471,106.8419351,47.9553921,106.9499398,47.98101189,2
472,106.7992407,47.86169778,106.9156346,47.91433538,10
473,106.9075731,47.95259753,106.762158,47.85693427,1
474,107.0034683,48.05785743,106.9258977,47.91809592,13
475,106.8500677,47.87700034,106.8750073,47.92285328,5
476,106.7992407,47.86169778,106.898148,47.89886727,32
477,107.0034683,48.05785743,106.9336482,47.91838281,16
478,106.9708805,47.94687218,106.9376081,47.92844978,14
479,106.7761382,47.94602669,106.8168466,47.9203698,5
480,106.8276524,47.98980813,106.8394637,47.91193466,4
481,106.9243515,47.99990324,106.9171308,47.96842904,14
482,106.9258977,47.91809592,106.9049823,47.97154327,29
483,106.803483,47.98158307,106.8239816,47.91076127,2
484,106.9708805,47.94687218,106.7634086,47.86562238,1
485,107.0034683,48.05785743,106.9419394,47.92334833,25
486,106.9243515,47.99990324,106.9144798,47.94322193,8
487,106.8500677,47.87700034,106.9156346,47.91433538,37
488,106.7761382,47.94602669,106.8671097,47.91394348,3
489,107.0034683,48.05785743,106.9186005,47.92923025,1
490,107.0053212,47.93023935,106.9177467,47.91665621,21
491,106.9708805,47.94687218,106.9432343,47.92659028,8
492,106.8276524,47.98980813,106.8335809,47.91104248,5
493,106.7992407,47.86169778,106.9258977,47.91809592,20
494,106.803483,47.98158307,106.8406411,47.91162692,2
495,106.7992407,47.86169778,106.8883362,47.89746634,43
496,107.0053212,47.93023935,106.920326,47.922543,6
497,106.7651403,47.92805124,106.8531304,47.91252637,18
498,106.803483,47.98158307,106.8154969,47.91005082,11
499,106.9708805,47.94687218,106.9626608,47.92378986,17
500,106.8264403,47.91048321,106.9376081,47.92844978,19
501,107.0053212,47.93023935,106.9156346,47.91433538,2
502,106.7651403,47.92805124,106.8154969,47.91005082,61
503,106.8276524,47.98980813,106.838776,47.960157,4
504,106.7651403,47.92805124,106.8592562,47.91338175,10
505,107.0053212,47.93023935,106.8883362,47.89746634,5
